,AvgStress,DynamicStress,Yield,RF,Cultivar,Category
0,0.07722935144993812,0.3861467572496906,0.8660673782822309,135.97376066682588,75,Early (< 105 d)
1,0.21360826695396254,0.2944945496573737,0.9953767662845097,259.68492190084703,75,Early (< 105 d)
2,0.1891254752354734,0.945627376177367,0.07671272624285567,118.99262478687844,75,Early (< 105 d)
3,0.2553631781540081,0.3687809457052145,0.890568287992641,203.2393615684276,75,Early (< 105 d)
4,0.2053623016713043,0.520495404852656,0.6765188463172511,174.40280054776184,75,Early (< 105 d)
5,0.2546789903736323,1.0,0.0,80.8626392909936,75,Early (< 105 d)
6,0.006973008885256069,0.024370248043607733,1.3764871513348214,226.83767125468103,75,Early (< 105 d)
7,0.03736206124776276,0.08281421282585474,1.2940302905897385,308.13050788597803,75,Early (< 105 d)
8,0.23450863472722389,0.6062957619954635,0.5554656609770275,165.13921500142027,75,Early (< 105 d)
9,0.010243931855886065,0.03185267250948083,1.3659304200364424,208.10562869585857,75,Early (< 105 d)
10,0.12529653915495126,0.2045032413713342,1.1223428405961517,215.148064732749,75,Early (< 105 d)
11,0.022193098797594714,0.07312751397935913,1.3076969673944523,161.88276113056503,75,Early (< 105 d)
12,0.0798877371807586,0.23456256824966093,1.079933025660906,154.28982444013357,75,Early (< 105 d)
13,0.04027681569511367,0.10696408251426583,1.259957953962192,183.3878287663359,75,Early (< 105 d)
14,0.027711991003268523,0.0801491918860496,1.2977902897844371,204.09432574355182,75,Early (< 105 d)
15,0.1375151475885029,0.29660178466478704,0.9924037307587571,212.7664994914344,75,Early (< 105 d)
16,0.06506293183352109,0.32531465916760544,0.9518935856429844,217.42921647974634,75,Early (< 105 d)
17,0.04310615212445239,0.1129551681826165,1.2515053084493892,162.27119543306975,75,Early (< 105 d)
18,0.014500224754716861,0.03817441974271202,1.3570112539049466,223.81270620061483,75,Early (< 105 d)
19,0.23848458084879087,1.0,0.0,145.43503525983795,75,Early (< 105 d)
20,0.06358139175257425,0.161453545684729,1.1830803825403775,165.34862203706595,75,Early (< 105 d)
21,0.023213426588363048,0.06489304220699259,1.3193147399869374,169.16983992703092,75,Early (< 105 d)
22,0.013710570144256461,0.03975202240024291,1.3547854609915504,190.41411320369727,75,Early (< 105 d)
23,0.10993153946316873,0.1504518688294548,1.198602322911769,360.06847346755256,75,Early (< 105 d)
24,0.05795376905045361,0.14158033381208449,1.2111189091880075,178.11488670391697,75,Early (< 105 d)
25,0.023291537013012058,0.06891286210649417,1.3136432950240828,219.72611407089926,75,Early (< 105 d)
26,0.21170656079444597,1.0,0.0,126.10999377909766,75,Early (< 105 d)
27,0.06979850213335116,0.21365723249950008,1.1094277453501464,153.3448835711446,75,Early (< 105 d)
28,0.08741028508661446,0.18990953119319495,1.1429326745062298,255.573774942826,75,Early (< 105 d)
29,0.14103104312869064,0.3799949687136897,0.8747467547163279,149.16042444328974,75,Early (< 105 d)
30,0.008766075641523374,0.029081168326064725,1.36984065328906,199.78396886296034,75,Early (< 105 d)
31,0.14199938334885864,0.7099969167442932,0.4091567699206504,175.8386082890491,75,Early (< 105 d)
32,0.07758874653183291,0.38794373265916454,0.8635320788436421,170.8722757501672,75,Early (< 105 d)
33,0.0787788349551227,0.14609511582695067,1.204749136820899,180.64133640115847,75,Early (< 105 d)
34,0.11710418366640941,0.33923228202348077,0.9322576233326709,121.78050271841099,75,Early (< 105 d)
35,0.05656673724116592,0.12329270477787098,1.2369203839211167,255.27907897785067,75,Early (< 105 d)
36,0.28607042203703453,1.0,0.0,90.51420468803721,75,Early (< 105 d)
37,0.05062783153943687,0.11590737763778317,1.247340123475338,186.00769737836035,75,Early (< 105 d)
38,0.003525294259986443,0.014549774518165574,1.3903425668761047,220.58637082102317,75,Early (< 105 d)
39,0.08170915678487604,0.247986852437423,1.0609931002811523,143.56029420180144,75,Early (< 105 d)
40,0.4099112609386721,1.0,0.0,116.83116810887202,75,Early (< 105 d)
41,0.4406443902870943,1.0,0.0,102.51807060246055,75,Early (< 105 d)
42,0.10264087913000412,0.2953231525782145,0.9942077149391516,150.55577051306375,75,Early (< 105 d)
43,0.008035178389433533,0.02864287304267787,1.3704590311366636,206.1743901956218,75,Early (< 105 d)
44,0.09381202636933876,0.269776633545992,1.0302505428035857,146.6340514263801,75,Early (< 105 d)
45,0.018077498438924866,0.054915664999354255,1.333391526291163,193.99343519676964,75,Early (< 105 d)
46,0.017111280224378706,0.0492547705756028,1.3413783147462421,228.8059674188635,75,Early (< 105 d)
47,0.0043151411982121505,0.01673862828263502,1.3872543778608541,239.6704360840115,75,Early (< 105 d)
48,0.059472756446586415,0.14455157989711584,1.2069268659961119,175.79866217527817,75,Early (< 105 d)
49,0.04693225645831958,0.12234025800328974,1.2382641628955815,177.30468451894296,75,Early (< 105 d)
50,0.411630412396879,1.0,0.0,111.49608481631275,75,Early (< 105 d)
51,0.019934932050896817,0.04939510626942738,1.3411803192679002,216.4410414717205,75,Early (< 105 d)
52,0.06808240390651463,0.16302221669817163,1.1808671910193673,187.81199830227288,75,Early (< 105 d)
53,0.057614944727120414,0.1475318009249439,1.2027221603229636,175.72718322424507,75,Early (< 105 d)
54,0.009205261720457946,0.03706316488010357,1.358579090512196,170.46794634665758,75,Early (< 105 d)
55,0.4659172325171714,1.0,0.0,89.18326092423604,75,Early (< 105 d)
56,0.023204798033181918,0.0687067744775314,1.313934057962326,161.53230693534812,75,Early (< 105 d)
57,0.03115789907281726,0.0870447841679697,1.2880615026519484,140.2554750383317,75,Early (< 105 d)
58,0.017884420931080114,0.06529787528911082,1.3187435729690664,154.03564325914152,75,Early (< 105 d)
59,0.023866375986812082,0.064831705999929,1.319401277426745,195.6289042540641,75,Early (< 105 d)
60,0.17946030508692315,0.8973015254346157,0.14489423925158845,157.90045936163546,75,Early (< 105 d)
61,0.23319814881539583,1.0,0.0,95.41631007759172,75,Early (< 105 d)
62,0.017365400847186994,0.047765663146159,1.343479252360615,195.23102977523422,75,Early (< 105 d)
63,0.4085371521149165,0.9948679455304672,0.007240663810320217,134.16259653315984,75,Early (< 105 d)
64,0.0434304748788689,0.11495704170442907,1.2486809243263683,169.02195257952025,75,Early (< 105 d)
65,0.009574436444886418,0.02998021155350003,1.3685722197992267,244.0589500617976,75,Early (< 105 d)
66,0.04106291525862383,0.1098988118138268,1.255817431222504,178.41641141076255,75,Early (< 105 d)
67,0.0203905271642026,0.056100149888404165,1.331720371606245,247.1952282246889,75,Early (< 105 d)
68,0.006136683228941689,0.020951281348075296,1.381310870289481,244.2888691031746,75,Early (< 105 d)
69,0.0019812053780931174,0.009740695471489801,1.3971275542181045,296.0708687051073,75,Early (< 105 d)
70,0.07888908680667761,0.22630796401560027,1.0915792025479414,152.62253710231076,75,Early (< 105 d)
71,0.0062799925550634335,0.02061971866593864,1.38177866226785,272.4381895678214,75,Early (< 105 d)
72,0.1578955942753169,0.2561748906071844,1.0494408394847643,184.20481038638974,75,Early (< 105 d)
73,0.05911943510628237,0.14893489585673042,1.200742575196706,161.6029266132075,75,Early (< 105 d)
74,0.012195003492832538,0.03409689027594052,1.3627641195888243,326.0570503276367,75,Early (< 105 d)
75,0.00022738346533790273,0.001990537589393921,1.408062022672074,298.7355510676865,75,Early (< 105 d)
76,0.002291912775014428,0.010133741354741183,1.39657301741037,296.67033612373854,75,Early (< 105 d)
77,0.023026043219039626,0.060973214595444296,1.324845108789164,198.58886749296266,75,Early (< 105 d)
78,0.1970142999115043,0.9850714995575215,0.021062179588683082,143.73056420828658,75,Early (< 105 d)
79,0.04565253790460754,0.11965511483334203,1.2420525519494372,186.8679512412061,75,Early (< 105 d)
80,0.17706068160618404,0.4747286134851847,0.7410898581676169,121.76397934194426,75,Early (< 105 d)
81,0.5272572468300262,1.0,0.0,101.56720169935036,75,Early (< 105 d)
82,0.10133188234564856,0.2920416724142343,0.9988374582142221,160.04399284655648,75,Early (< 105 d)
83,0.030163369843549635,0.07130197609283467,1.3102725647868412,222.68320909081038,75,Early (< 105 d)
84,0.25534418983856877,1.0,0.0,103.23548679278645,75,Early (< 105 d)
85,0.07175865071669701,0.2214790654339095,1.0983921526854985,134.11836480271504,75,Early (< 105 d)
86,0.04057755144562149,0.1300611858465627,1.227370934238566,192.9325230334428,75,Early (< 105 d)
87,0.013695587612238573,0.04394602525882142,1.3488682664452398,175.89118672491685,75,Early (< 105 d)
88,0.04543809930736142,0.14352303804849795,1.20837800525913,214.5971638419649,75,Early (< 105 d)
89,0.02178155903334067,0.06681816741491786,1.3165986377892478,171.6153559139712,75,Early (< 105 d)
90,0.02529809980252643,0.07105807423638333,1.3106166786998483,192.69677224448793,75,Early (< 105 d)
91,0.09962982733200812,0.17320028387472214,1.1665072571757644,181.4687684595257,75,Early (< 105 d)
92,0.1254774949502412,0.334687051020688,0.9386703552759589,132.5273640734576,75,Early (< 105 d)
93,0.04014957733824646,0.0814908145046588,1.2958974341260765,256.22475923907376,75,Early (< 105 d)
94,0.018315347898292766,0.051859685443854456,1.3377031174295557,212.4991872967544,75,Early (< 105 d)
95,0.22769353379552199,0.5980662743491233,0.567076401613566,171.8200496706027,75,Early (< 105 d)
96,0.207694038591619,0.5520661651044448,0.6319765947537688,166.25588740640217,75,Early (< 105 d)
97,0.06533060403649768,0.15771140610728188,1.1883600565524999,196.35006863047158,75,Early (< 105 d)
98,0.38032519759522093,1.0,0.0,83.13199019184802,75,Early (< 105 d)
99,0.04402450482754049,0.09164241126809418,1.2815748466051646,222.4264735140401,75,Early (< 105 d)
100,0.10016638415509214,0.28911530454962786,1.0029661840527202,183.8395048777559,75,Early (< 105 d)
101,0.08580312457826086,0.24961218603073976,1.0586999652026585,142.4778785683803,75,Early (< 105 d)
102,0.12040002075036059,0.2636090725758679,1.0389521720983321,146.33836178998195,75,Early (< 105 d)
103,0.13781244775600474,0.3908940487405933,0.8593695651745791,140.71105667347723,75,Early (< 105 d)
104,0.17577101119995897,0.8788550559997949,0.17091981720634555,132.79871908344575,75,Early (< 105 d)
105,0.03819527106670409,0.12035663220381895,1.2410628018470409,146.3398292398388,75,Early (< 105 d)
106,0.03890782514562234,0.08088147303550093,1.2967571359764858,252.79885304041977,75,Early (< 105 d)
107,0.045528584049222595,0.11110721355249847,1.2541125329620761,219.4252899041292,75,Early (< 105 d)
108,0.009776787759982756,0.03289191977417295,1.3644641768186234,153.1857028728485,75,Early (< 105 d)
109,0.020856760374280938,0.06306781548548356,1.321889898365812,168.82607249528994,75,Early (< 105 d)
110,0.12313778043098318,0.26537120442110174,1.0364660324136223,210.175335383302,75,Early (< 105 d)
111,0.13320392821382926,0.6660196410691464,0.4712030070266451,115.95013843888776,75,Early (< 105 d)
112,0.09028806053520064,0.27050504955385424,1.0292228422095453,121.52189063055137,75,Early (< 105 d)
113,0.04168515736527207,0.1315123286011686,1.2253235598606709,187.36143703274587,75,Early (< 105 d)
114,0.32242623872200393,1.0,0.0,99.02183957096643,75,Early (< 105 d)
115,0.002514996319561692,0.010840587365537566,1.3955757492870042,246.85323433646755,75,Early (< 105 d)
116,0.7505023562638883,1.0,0.0,63.84754878374717,75,Early (< 105 d)
117,0.020365320660047325,0.06115125779852146,1.3245939129016595,167.54698074360678,75,Early (< 105 d)
118,0.0857612015466556,0.1709153406035392,1.1697310160330618,205.0253717948404,75,Early (< 105 d)
119,0.058280397598472235,0.14389702134292548,1.2078503632939674,164.6652539084398,75,Early (< 105 d)
120,0.016738140404615742,0.05038420993298381,1.339784822173338,177.5829326255015,75,Early (< 105 d)
121,0.005627274354985911,0.020870749626707416,1.3814244901124881,197.5020112255891,75,Early (< 105 d)
122,0.20272373003771574,1.0,0.0,143.9189250926805,75,Early (< 105 d)
123,0.3288333299213223,0.8137596424585944,0.2627610102107734,176.4269102382372,75,Early (< 105 d)
124,0.036123855514650284,0.09915528512386736,1.2709751551634738,149.9608633577268,75,Early (< 105 d)
125,0.07672056608665505,0.1877312895156451,1.1460058912420221,165.0679990167438,75,Early (< 105 d)
126,0.02525132232067751,0.07523617128178457,1.3047219251947484,217.94637253229217,75,Early (< 105 d)
127,0.03797781171029468,0.09363852241654035,1.2787585924442366,316.4789202269753,75,Early (< 105 d)
128,0.020051742249827937,0.05426423887011647,1.3343106041433315,198.8033952677061,75,Early (< 105 d)
129,0.08086110900167623,0.1893353655996535,1.1437427477544713,137.64781173477996,75,Early (< 105 d)
130,0.13048931587895224,0.20142152473931754,1.1266907434143258,198.95217880604991,75,Early (< 105 d)
131,0.01676372019361085,0.04905052535640172,1.3416664782830634,209.7275789071765,75,Early (< 105 d)
132,0.23274074735055492,0.6168540475370471,0.5405692882916202,131.28120563956762,75,Early (< 105 d)
133,0.22072847479716998,1.0,0.0,122.10483112178548,75,Early (< 105 d)
134,0.44416780902758163,1.0,0.0,93.78297267920699,75,Early (< 105 d)
135,0.022182875959309473,0.05830730702896897,1.328606358899199,231.65083249220407,75,Early (< 105 d)
136,0.0283157169125768,0.07683811309834178,1.3024617928819984,225.50915656100975,75,Early (< 105 d)
137,0.04279615455216501,0.09387838342524847,1.2784201796437549,185.9449104931702,75,Early (< 105 d)
138,0.21737041049003974,0.56753489284165,0.6101522244585185,139.84142258789467,75,Early (< 105 d)
139,0.439229411738485,1.0,0.0,77.71120195104805,75,Early (< 105 d)
140,0.09536199939383624,0.17900118399447681,1.1583229388265064,198.19752454659215,75,Early (< 105 d)
141,0.004172483871867024,0.015645913434164868,1.3887960569106945,260.4084026412681,75,Early (< 105 d)
142,0.0008512357588647979,0.005369316819834205,1.4032950030228968,217.03937719565656,75,Early (< 105 d)
143,0.19941136208869933,0.5391987381306003,0.6501308667659941,208.7008367447355,75,Early (< 105 d)
144,0.1095427780906367,0.5477138904531835,0.6381170902896298,107.00487052821067,75,Early (< 105 d)
145,0.022089518555043076,0.07377569908123019,1.3067824622119044,211.75852930967898,75,Early (< 105 d)
146,0.1378621623882736,0.29720245885532454,0.9915562573153167,160.80428713126543,75,Early (< 105 d)
147,0.05052513088450654,0.10126228662461682,1.2680024490853647,244.1943977199292,75,Early (< 105 d)
148,0.030408516125288484,0.0778970072009691,1.3009678305218222,215.09557650405105,75,Early (< 105 d)
149,0.10138996586669946,0.19619386403608477,1.134066295231097,159.57834257513736,75,Early (< 105 d)
150,0.060116708888443594,0.1853730909718942,1.1493330037960012,185.6262628206396,75,Early (< 105 d)
151,0.03040573991465814,0.07614915820201863,1.3034338189612937,183.57845314464325,75,Early (< 105 d)
152,0.01622222456963331,0.047476487215991826,1.3438872421247159,183.86725206367703,75,Early (< 105 d)
153,0.12890971600465384,0.2784639230798756,1.0179939030287761,158.08195460219565,75,Early (< 105 d)
154,0.02311067795943351,0.056781581276354506,1.3307589602223169,251.7474433638552,75,Early (< 105 d)
155,0.011215317913714424,0.03595025877009449,1.3601492568155478,152.71632192420583,75,Early (< 105 d)
